DATE_TIME,SOURCE_KEY,DC_POWER,DAILY_YIELD,TOTAL_YIELD,AC_POWER
17-06-2020 14:15,1BY6WEcLGh8j5v7,5533.86,4516.43,6484314.429,542.457
23-05-2020 08:45,uHbuxQJl8lW7ozc,7643.57,825.143,7096078.143,748.3
17-05-2020 10:15,1BY6WEcLGh8j5v7,9028.14,1888.71,6273493.714,883.186
07-06-2020 20:30,wCURE6d3bPkepu2,0,6433,6959527.000,0
11-06-2020 16:00,1IF53ai7Xc0U56Y,4941.5,5173.25,6391793.250,484.725
16-05-2020 20:15,WRmjgnKYAwPKWDb,0,6615,7041430.000,0
29-05-2020 15:15,McdE0feGgRqW7Ca,7511.62,7099.5,7272055.500,735.425
24-05-2020 14:30,bvBOhCH3iADSZry,6492,6034.71,6382806.714,635.7
05-06-2020 06:45,1IF53ai7Xc0U56Y,1527.86,43.8571,6340898.857,149.371
16-06-2020 20:30,VHMLBKoKgIrUVDU,0,6332,7450201.000,0
09-06-2020 18:00,pkci93gMrogZuBj,869.714,8216.57,7362692.571,84.4429
14-06-2020 21:15,WRmjgnKYAwPKWDb,0,7405,7254584.000,0
06-06-2020 10:15,McdE0feGgRqW7Ca,9571.71,2044.43,7326725.429,934.929
16-06-2020 09:15,adLQvlD726eNBSB,6755.86,1084.14,6513086.143,661.7
31-05-2020 22:45,sjndEbLyjtCKgGv,0,5987,7142242.000,0
17-05-2020 23:15,iCRJl6heRkivqQ3,0,7519,7198367.000,0
09-06-2020 19:30,pkci93gMrogZuBj,0,8240,7362716.000,0
16-05-2020 23:45,ZnxXDlPa8U1GXgE,0,6676,6535152.000,0
13-06-2020 11:30,7JYdWkrLSPkdwr4,11094.5,3570.25,7815987.250,1082.44
16-05-2020 10:30,YxYtjZvoooNbGkE,9287.29,1870.43,7188127.429,908.371
07-06-2020 10:00,VHMLBKoKgIrUVDU,6926.88,1511.5,7379500.500,678.4
19-05-2020 16:45,McdE0feGgRqW7Ca,3799.29,6804.14,7191895.143,373.386
07-06-2020 13:00,VHMLBKoKgIrUVDU,12663.4,4976.71,7382965.714,1234.69
17-06-2020 17:00,VHMLBKoKgIrUVDU,1340,5868,7456069.000,130.4
01-06-2020 17:15,ih0vzX44oOqAx2f,976.429,5685.86,6313917.857,94.8571
13-06-2020 04:45,adLQvlD726eNBSB,0,0,6488722.000,0
02-06-2020 08:45,1BY6WEcLGh8j5v7,7080.57,833.143,6384272.143,693.329
19-05-2020 16:30,VHMLBKoKgIrUVDU,4654.38,6685.75,7239239.750,456.712
02-06-2020 09:30,ZnxXDlPa8U1GXgE,9799,1488.29,6656931.286,957.386
05-06-2020 20:30,z9Y9gH1T5YWrNuG,0,7739,7171001.000,0
24-05-2020 09:30,1BY6WEcLGh8j5v7,8408.12,1285.12,6321688.125,822.65
03-06-2020 12:30,pkci93gMrogZuBj,11015.4,3758.14,7311408.143,1075.59
26-05-2020 04:30,VHMLBKoKgIrUVDU,0,0,7289525.000,0
18-05-2020 12:30,uHbuxQJl8lW7ozc,8626.12,2056.62,7060849.625,844.062
15-06-2020 09:00,WRmjgnKYAwPKWDb,8168.12,1120.5,7255704.500,799.325
21-05-2020 21:15,ih0vzX44oOqAx2f,0,0,6233543.000,0
07-06-2020 16:15,iCRJl6heRkivqQ3,6557.25,7691.88,7355925.875,642.3
13-06-2020 04:45,zBIq5rxdHJRwDNY,0,0,6549387.000,0
11-06-2020 03:45,iCRJl6heRkivqQ3,0,0,7379779.000,0
06-06-2020 13:45,7JYdWkrLSPkdwr4,9546.5,4960.5,7769100.500,932.575
02-06-2020 17:15,wCURE6d3bPkepu2,1572,7450,6922794.000,153.657
08-06-2020 18:00,uHbuxQJl8lW7ozc,855.143,8380.86,7225529.857,82.9857
20-05-2020 08:00,bvBOhCH3iADSZry,4833.12,375,6347282.000,474.125
12-06-2020 23:30,ih0vzX44oOqAx2f,0,5710,6392263.000,0
13-06-2020 03:45,adLQvlD726eNBSB,0,0,6488722.000,0
11-06-2020 14:30,uHbuxQJl8lW7ozc,9690.29,4114.43,7244622.429,946.843
31-05-2020 03:45,z9Y9gH1T5YWrNuG,0,0,7127597.000,0
30-05-2020 20:30,VHMLBKoKgIrUVDU,0,7270,7328329.000,0
21-05-2020 23:15,1BY6WEcLGh8j5v7,0,7243,6305589.000,0
31-05-2020 15:45,ih0vzX44oOqAx2f,3019.29,5540.57,6307807.571,296.586
07-06-2020 06:15,7JYdWkrLSPkdwr4,415,5.625,7770462.625,40.125
09-06-2020 16:15,z9Y9gH1T5YWrNuG,5627.14,7064.86,7198488.857,551.457
06-06-2020 04:45,pkci93gMrogZuBj,0,0,7331487.000,0
17-05-2020 20:15,3PZuoBAID5Wc2HD,0,7794,7008483.000,0
14-06-2020 01:45,bvBOhCH3iADSZry,0,0,6517642.000,0
06-06-2020 15:30,pkci93gMrogZuBj,4472.38,6063.75,7337550.750,438.975
16-05-2020 08:30,WRmjgnKYAwPKWDb,5936.86,580.714,7035395.714,581.757
05-06-2020 19:45,pkci93gMrogZuBj,0,7796,7331487.000,0
27-05-2020 15:15,3PZuoBAID5Wc2HD,5357,5719.14,7084430.143,525.229
16-06-2020 10:30,wCURE6d3bPkepu2,8568,2143.71,7018587.714,838.343
08-06-2020 05:30,adLQvlD726eNBSB,0,0,6453384.000,0
05-06-2020 05:15,adLQvlD726eNBSB,0,0,6430581.000,0
04-06-2020 03:30,ZoEaEvLYb1n2sOq,0,0,7243501.000,0
26-05-2020 14:00,sjndEbLyjtCKgGv,9399.62,6021.62,7104132.625,917.875
01-06-2020 14:00,bvBOhCH3iADSZry,2696.57,4654.71,6437921.714,264.086
09-06-2020 06:45,3PZuoBAID5Wc2HD,1618.62,55.625,7175788.625,158.238
16-05-2020 03:00,z9Y9gH1T5YWrNuG,0,0,7014252.000,0
14-06-2020 00:30,zBIq5rxdHJRwDNY,0,0,6557822.000,0
16-06-2020 08:30,ZnxXDlPa8U1GXgE,5789.29,590.429,6759094.429,567.386
23-05-2020 17:15,sjndEbLyjtCKgGv,2882.29,8316.86,7081278.857,282.843
06-06-2020 04:45,YxYtjZvoooNbGkE,0,0,7342489.000,0
02-06-2020 10:30,uHbuxQJl8lW7ozc,7532,2311,7173253.000,737.3
17-06-2020 07:15,adLQvlD726eNBSB,2119.57,61.4286,6518459.429,207.829
05-06-2020 01:00,wCURE6d3bPkepu2,0,0,6939021.000,0
21-05-2020 09:00,wCURE6d3bPkepu2,8051.25,962.625,6825206.625,788.05
21-05-2020 14:15,VHMLBKoKgIrUVDU,8533,6248.14,7254772.143,833.529
16-06-2020 10:45,sjndEbLyjtCKgGv,9520.38,2346.5,7251885.500,930.538
17-05-2020 11:15,1BY6WEcLGh8j5v7,10160.1,2945.14,6274550.143,991.829
26-05-2020 08:00,ih0vzX44oOqAx2f,4994.86,407.714,6264986.714,489.729
03-06-2020 05:15,ZoEaEvLYb1n2sOq,0,0,7235727.000,0
29-05-2020 08:45,1IF53ai7Xc0U56Y,5765.86,680.143,6290638.143,565.057
07-06-2020 13:00,ZnxXDlPa8U1GXgE,12618.8,4942.12,6697996.125,1230.31
29-05-2020 15:45,McdE0feGgRqW7Ca,7475,7445.5,7272401.500,731.862
22-05-2020 22:00,iCRJl6heRkivqQ3,0,0,7234593.000,0
05-06-2020 13:00,ih0vzX44oOqAx2f,8035.25,3961,6340980.000,786.462
17-06-2020 06:45,VHMLBKoKgIrUVDU,471,0,7450201.000,45.7
04-06-2020 22:00,uHbuxQJl8lW7ozc,0,0,7194535.000,0
17-06-2020 06:00,pkci93gMrogZuBj,0,0,7409478.000,0
03-06-2020 13:45,uHbuxQJl8lW7ozc,9056.5,5009,7183414.000,885.95
24-05-2020 23:45,ZoEaEvLYb1n2sOq,0,7985,7170169.000,0
25-05-2020 13:45,ZnxXDlPa8U1GXgE,11796.1,6383.29,6602139.286,1150.13
11-06-2020 04:15,1IF53ai7Xc0U56Y,0,0,6386620.000,0
09-06-2020 09:15,WRmjgnKYAwPKWDb,7182.12,1311.75,7214312.750,703.075
28-05-2020 15:00,ih0vzX44oOqAx2f,9909.75,7045.62,6285900.625,968.987
20-05-2020 05:15,1IF53ai7Xc0U56Y,0,0,6216430.000,0
06-06-2020 09:45,YxYtjZvoooNbGkE,7203.25,1529.62,7344018.625,704.737
05-06-2020 07:00,1BY6WEcLGh8j5v7,1306.62,70.25,6405450.250,127.225
21-05-2020 07:45,z9Y9gH1T5YWrNuG,3321,312.6,7049573.600,326.28
18-05-2020 12:00,ZnxXDlPa8U1GXgE,8239.75,1634,6544372.000,806.362
01-06-2020 00:45,iCRJl6heRkivqQ3,0,0,7304567.000,0
30-05-2020 16:15,adLQvlD726eNBSB,5647.25,6912.5,6394264.500,553.45
19-05-2020 23:45,z9Y9gH1T5YWrNuG,0,6892,7040465.000,0
06-06-2020 11:30,sjndEbLyjtCKgGv,7884.38,3101.12,7182378.125,770.05
14-06-2020 09:15,3PZuoBAID5Wc2HD,8665.12,1088.5,7211807.500,847.812
11-06-2020 00:30,7JYdWkrLSPkdwr4,0,0,7801091.000,0
16-05-2020 05:45,ih0vzX44oOqAx2f,0,0,6191360.000,0
15-05-2020 22:45,zVJPv84UY57bAof,0,5965,7122116.000,0
13-06-2020 07:30,pkci93gMrogZuBj,3245.88,187.625,7380994.625,318.85
02-06-2020 22:15,ih0vzX44oOqAx2f,0,0,6321311.000,0
30-05-2020 17:00,7JYdWkrLSPkdwr4,3250.86,6952.29,7721787.286,319.543
16-05-2020 06:00,WRmjgnKYAwPKWDb,55.375,0,7034815.000,5.35
15-06-2020 00:45,WRmjgnKYAwPKWDb,0,0,7254584.000,0
16-05-2020 17:30,z9Y9gH1T5YWrNuG,1176.38,6443.75,7020695.750,114.375
22-05-2020 03:15,adLQvlD726eNBSB,0,0,6321573.000,0
27-05-2020 13:45,sjndEbLyjtCKgGv,4185.75,4883.62,7110772.625,411.188
21-05-2020 13:00,z9Y9gH1T5YWrNuG,12289.9,4912.57,7054173.571,1198.67
16-06-2020 22:00,WRmjgnKYAwPKWDb,0,6264,7267579.000,0
13-06-2020 19:15,1BY6WEcLGh8j5v7,0,7984,6463663.000,0
06-06-2020 16:45,z9Y9gH1T5YWrNuG,1283.88,6214.12,7177215.125,124.912
29-05-2020 10:00,zVJPv84UY57bAof,9679.75,1600.88,7222073.875,945.625
23-05-2020 08:00,1IF53ai7Xc0U56Y,4667.14,346.143,6240880.143,457.986
02-06-2020 10:15,ZnxXDlPa8U1GXgE,7320.29,2188.71,6657631.714,716.686
11-06-2020 08:30,7JYdWkrLSPkdwr4,3018.88,326.25,7801417.250,296.462
08-06-2020 08:45,uHbuxQJl8lW7ozc,7230.38,701,7217850.000,707.987
16-05-2020 13:45,McdE0feGgRqW7Ca,7624.62,4768.75,7170203.750,746.325
17-05-2020 00:00,bvBOhCH3iADSZry,0,0,6328648.000,0
11-06-2020 17:30,iCRJl6heRkivqQ3,1441.5,5626.88,7385405.875,140.613
03-06-2020 20:30,zBIq5rxdHJRwDNY,0,7888,6484342.000,0
16-06-2020 09:45,uHbuxQJl8lW7ozc,8998.14,1414.14,7276157.143,880.243
11-06-2020 18:00,VHMLBKoKgIrUVDU,630.5,5700.38,7414995.375,61.05
17-06-2020 13:45,YxYtjZvoooNbGkE,8591.57,4492,7424048.000,840.014
29-05-2020 11:45,1BY6WEcLGh8j5v7,11271.5,3223.75,6361033.750,1100.04
15-06-2020 20:00,bvBOhCH3iADSZry,0,6192,6527792.000,0
02-06-2020 09:00,ih0vzX44oOqAx2f,6324.71,1044.14,6315027.143,619.6
22-05-2020 16:00,WRmjgnKYAwPKWDb,3257,6912.29,7084270.286,320.271
14-06-2020 07:45,VHMLBKoKgIrUVDU,4609.57,310.571,7429876.571,452.271
30-05-2020 10:30,uHbuxQJl8lW7ozc,5310.75,1404.25,7153336.250,520.575
17-05-2020 22:45,1BY6WEcLGh8j5v7,0,7045,6278650.000,0
03-06-2020 15:00,z9Y9gH1T5YWrNuG,12308.6,6376.71,7153650.714,1201.16
24-05-2020 05:45,McdE0feGgRqW7Ca,0,0,7224636.000,0
02-06-2020 12:45,sjndEbLyjtCKgGv,11006.1,4129.43,7152137.429,1075.01
04-06-2020 13:45,ih0vzX44oOqAx2f,10719.6,5275.43,6334285.429,1047.07
02-06-2020 23:45,wCURE6d3bPkepu2,0,2821.88,6922869.000,0
05-06-2020 21:15,McdE0feGgRqW7Ca,0,7920,7324681.000,0
11-06-2020 21:15,3PZuoBAID5Wc2HD,0,5717,7196186.000,0
24-05-2020 00:45,pkci93gMrogZuBj,0,0,7233675.000,0
20-05-2020 21:30,VHMLBKoKgIrUVDU,0,8982,7248524.000,0
16-05-2020 04:45,1IF53ai7Xc0U56Y,0,0,6190002.000,0
28-05-2020 10:15,zBIq5rxdHJRwDNY,10181.2,2113.12,6436196.125,995.35
09-06-2020 16:30,rGa61gmuvPhdLxV,5310.12,7792.38,7303756.375,520.513
10-06-2020 06:45,wCURE6d3bPkepu2,1310.29,46.5714,6976026.571,127.7
17-05-2020 00:30,ZnxXDlPa8U1GXgE,0,0,6535152.000,0
15-06-2020 19:15,pkci93gMrogZuBj,0,6795,7403217.000,0
15-06-2020 09:15,uHbuxQJl8lW7ozc,8879.88,1309.88,7269146.875,868.712
12-06-2020 07:00,rGa61gmuvPhdLxV,941.429,40.5714,7316472.571,91.4714
26-05-2020 02:30,VHMLBKoKgIrUVDU,0,0,7289525.000,0
02-06-2020 18:15,pkci93gMrogZuBj,290.625,7344.5,7307644.500,28.0875
18-05-2020 22:15,zVJPv84UY57bAof,0,5390,7141405.000,0
24-05-2020 05:30,ZnxXDlPa8U1GXgE,0,0,6587728.000,0
31-05-2020 04:00,zBIq5rxdHJRwDNY,0,0,6457301.000,0
12-06-2020 22:45,VHMLBKoKgIrUVDU,0,5903,7420914.000,0
31-05-2020 16:30,sjndEbLyjtCKgGv,1812.43,5745,7142000.000,177.643
12-06-2020 15:30,McdE0feGgRqW7Ca,5915.43,5275.86,7372648.857,579.657
18-05-2020 00:45,ZoEaEvLYb1n2sOq,0,0,7118208.000,0
23-05-2020 20:45,WRmjgnKYAwPKWDb,0,8431,7093026.000,0
20-05-2020 22:45,ih0vzX44oOqAx2f,0,8664,6225941.000,0
02-06-2020 11:30,7JYdWkrLSPkdwr4,6328.75,3004.38,7736628.375,620.025
27-05-2020 17:45,sjndEbLyjtCKgGv,620.429,6665.14,7112554.143,60.0714
19-05-2020 08:00,sjndEbLyjtCKgGv,1944.14,319.714,7042724.714,190.457
15-06-2020 04:15,VHMLBKoKgIrUVDU,0,0,7437055.000,0
16-05-2020 04:00,McdE0feGgRqW7Ca,0,0,7165435.000,0
17-06-2020 09:00,YxYtjZvoooNbGkE,5087.43,689.714,7420245.714,498.729
10-06-2020 14:15,VHMLBKoKgIrUVDU,9083.14,5245.43,7408061.429,888.471
11-06-2020 12:00,z9Y9gH1T5YWrNuG,9448,2273.29,7207738.286,924.071
13-06-2020 08:15,1BY6WEcLGh8j5v7,5900.88,518.875,6456197.875,578.212
04-06-2020 20:30,sjndEbLyjtCKgGv,0,0,7171518.000,0
10-06-2020 01:30,zBIq5rxdHJRwDNY,0,0,6531405.000,0
19-05-2020 03:15,bvBOhCH3iADSZry,0,0,6340538.000,0
19-05-2020 17:15,ZoEaEvLYb1n2sOq,1815.86,6738.71,7130265.714,177.914
22-05-2020 01:15,bvBOhCH3iADSZry,0,0,6362148.000,0
21-05-2020 16:45,ZoEaEvLYb1n2sOq,2599.12,7510.5,7146578.500,254.938
27-05-2020 00:30,z9Y9gH1T5YWrNuG,0,0,7097183.000,0
27-05-2020 08:45,YxYtjZvoooNbGkE,7634.12,822.875,7270155.875,747.4
10-06-2020 09:15,1BY6WEcLGh8j5v7,6528,971.857,6440041.857,639.529
23-05-2020 19:15,z9Y9gH1T5YWrNuG,0,8543,7072762.000,0
14-06-2020 14:45,ih0vzX44oOqAx2f,6361.5,5832.12,6406350.125,623.2
20-05-2020 10:45,zVJPv84UY57bAof,11063.3,2693.14,7151030.143,1081.14
11-06-2020 23:00,wCURE6d3bPkepu2,0,5651,6988054.000,0
28-05-2020 14:45,7JYdWkrLSPkdwr4,7921.71,6811.43,7705361.429,775.2
22-05-2020 04:15,wCURE6d3bPkepu2,0,0,6832055.000,0
30-05-2020 03:30,zVJPv84UY57bAof,0,0,7228687.000,0
04-06-2020 12:00,pkci93gMrogZuBj,13048.6,3585.86,7319021.857,1272.21
06-06-2020 08:45,iCRJl6heRkivqQ3,6326.86,925,7342728.000,619.814
13-06-2020 02:00,bvBOhCH3iADSZry,0,0,6509779.000,0
21-05-2020 15:30,1IF53ai7Xc0U56Y,7926.12,7150.62,6232577.625,775.737
06-06-2020 14:45,pkci93gMrogZuBj,2457.86,5740.57,7337227.571,241.1
16-05-2020 22:45,zVJPv84UY57bAof,0,6419,7128535.000,0
07-06-2020 19:15,ih0vzX44oOqAx2f,0,8019,6358692.000,0
26-05-2020 05:00,zVJPv84UY57bAof,0,0,7197609.000,0
18-05-2020 10:15,uHbuxQJl8lW7ozc,2257.75,680.125,7059473.125,221.375
14-06-2020 13:30,ZoEaEvLYb1n2sOq,9934.29,4606.71,7320369.714,971.357
28-05-2020 03:30,sjndEbLyjtCKgGv,0,0,7112565.000,0
15-06-2020 12:15,adLQvlD726eNBSB,5961.29,4142.57,6509228.571,584.114
08-06-2020 04:00,adLQvlD726eNBSB,0,0,6453384.000,0
07-06-2020 05:00,zBIq5rxdHJRwDNY,0,0,6506728.000,0
15-06-2020 13:30,ih0vzX44oOqAx2f,3468.62,4728.62,6412411.625,340.462
21-05-2020 17:45,ZnxXDlPa8U1GXgE,438.375,7806.62,6571851.625,42.3875
13-06-2020 19:30,bvBOhCH3iADSZry,0,7863,6517642.000,0
03-06-2020 21:00,ZoEaEvLYb1n2sOq,0,7774,7243501.000,0
05-06-2020 16:30,uHbuxQJl8lW7ozc,6255.43,7234.14,7201769.143,612.829
05-06-2020 05:00,zVJPv84UY57bAof,0,0,7271273.000,0
26-05-2020 08:30,z9Y9gH1T5YWrNuG,6734.71,695.286,7090135.286,659.671
31-05-2020 08:15,bvBOhCH3iADSZry,3302,308.75,6427989.750,324.35
21-05-2020 16:30,1BY6WEcLGh8j5v7,3912.12,7058.25,6305404.250,384.212
06-06-2020 11:45,zBIq5rxdHJRwDNY,5812.5,3262.75,6503564.750,568.225
04-06-2020 21:45,7JYdWkrLSPkdwr4,0,7999,7756621.000,0
29-05-2020 16:15,1BY6WEcLGh8j5v7,5846.57,7132.14,6364942.143,572.943
13-06-2020 00:15,3PZuoBAID5Wc2HD,0,0,7202086.000,0
28-05-2020 18:15,uHbuxQJl8lW7ozc,280.429,8370.43,7143628.429,27.1
03-06-2020 07:15,1IF53ai7Xc0U56Y,2287.25,108.75,6324892.750,224.262
20-05-2020 18:15,WRmjgnKYAwPKWDb,347.375,8788.5,7069720.500,33.5875
22-05-2020 02:00,YxYtjZvoooNbGkE,0,0,7229034.000,0
12-06-2020 15:15,uHbuxQJl8lW7ozc,4921.71,5081.43,7251287.429,482.557
22-05-2020 15:30,sjndEbLyjtCKgGv,4268.38,6545,7072431.000,418.913
14-06-2020 14:45,wCURE6d3bPkepu2,6499.14,5953.29,7008322.286,636.643
31-05-2020 05:30,3PZuoBAID5Wc2HD,0,0,7109488.000,0
22-05-2020 06:15,ZoEaEvLYb1n2sOq,564.143,11.4286,7146696.429,54.5857
11-06-2020 13:45,adLQvlD726eNBSB,6528.5,3614.12,6480558.125,639.513
12-06-2020 04:45,ih0vzX44oOqAx2f,0,0,6386553.000,0
13-06-2020 16:15,wCURE6d3bPkepu2,3241.5,8123,7002031.000,317.975
06-06-2020 02:45,uHbuxQJl8lW7ozc,0,0,7202373.000,0
13-06-2020 16:15,McdE0feGgRqW7Ca,3289,8250.12,7381578.125,322.65
20-05-2020 08:15,adLQvlD726eNBSB,6322.25,582.5,6305095.500,619.375
17-06-2020 19:00,1IF53ai7Xc0U56Y,0,6034,6433566.000,0
28-05-2020 18:30,3PZuoBAID5Wc2HD,81.1429,8527.71,7093978.714,7.82857
21-05-2020 17:00,iCRJl6heRkivqQ3,1067.38,7770.5,7227375.500,103.75
16-05-2020 14:00,z9Y9gH1T5YWrNuG,6762.14,4904.86,7019156.857,662.229
17-06-2020 13:15,7JYdWkrLSPkdwr4,9432.14,4024.29,7844989.286,922.171
25-05-2020 15:00,sjndEbLyjtCKgGv,10245.6,7558,7096909.000,1001.69
17-06-2020 19:45,1IF53ai7Xc0U56Y,0,6034,6433566.000,0
19-05-2020 11:15,7JYdWkrLSPkdwr4,7358.43,2326.29,7630698.286,719.514
25-05-2020 13:00,rGa61gmuvPhdLxV,12427,5413.5,7188708.500,1211.64
10-06-2020 05:00,iCRJl6heRkivqQ3,0,0,7373220.000,0
05-06-2020 17:30,uHbuxQJl8lW7ozc,3849.86,7685.29,7202220.286,378.329
10-06-2020 10:30,adLQvlD726eNBSB,7217.38,1987.5,6472264.500,706.25
25-05-2020 04:45,VHMLBKoKgIrUVDU,0,0,7280512.000,0
31-05-2020 21:00,zBIq5rxdHJRwDNY,0,0,6463239.000,0
17-05-2020 18:45,3PZuoBAID5Wc2HD,0,7794,7008483.000,0
07-06-2020 00:45,uHbuxQJl8lW7ozc,0,0,7208855.000,0
07-06-2020 14:15,ZoEaEvLYb1n2sOq,9206.57,6122.86,7271490.857,899.271
24-05-2020 20:45,1BY6WEcLGh8j5v7,0,7537,6327940.000,0
16-05-2020 17:00,sjndEbLyjtCKgGv,1964.38,6309.5,7029491.500,192.55
23-05-2020 18:30,ZoEaEvLYb1n2sOq,31.375,8470.88,7162183.875,3.0125
13-06-2020 20:45,rGa61gmuvPhdLxV,0,8389,7330670.000,0
22-05-2020 17:30,rGa61gmuvPhdLxV,708.25,6714.5,7167113.500,68.625
13-06-2020 19:45,zBIq5rxdHJRwDNY,0,8435,6557822.000,0
29-05-2020 06:45,adLQvlD726eNBSB,1596.38,51,6379060.000,156.062
15-06-2020 05:15,WRmjgnKYAwPKWDb,0,0,7254584.000,0
05-06-2020 10:45,adLQvlD726eNBSB,11010.8,2515.5,6433096.500,1074.97
22-05-2020 11:30,rGa61gmuvPhdLxV,13087.3,2691.67,7163013.000,1276
17-06-2020 18:15,McdE0feGgRqW7Ca,344,5985.38,7408580.375,33.2375
02-06-2020 02:15,z9Y9gH1T5YWrNuG,0,0,7139828.000,0
02-06-2020 10:30,zBIq5rxdHJRwDNY,6970.29,2250.71,6471283.714,682.529
05-06-2020 16:30,rGa61gmuvPhdLxV,6669.29,7133.43,7272482.429,653.243
23-05-2020 20:45,sjndEbLyjtCKgGv,0,8487,7081449.000,0
21-05-2020 17:30,uHbuxQJl8lW7ozc,599.125,7835.88,7087946.875,57.975
13-06-2020 07:00,3PZuoBAID5Wc2HD,2039,80.5714,7202166.571,199.871
28-05-2020 07:00,3PZuoBAID5Wc2HD,2186.5,98.375,7085549.375,214.387
18-05-2020 00:00,1BY6WEcLGh8j5v7,0,0,6278650.000,0
05-06-2020 01:15,rGa61gmuvPhdLxV,0,0,7265349.000,0
12-06-2020 11:00,3PZuoBAID5Wc2HD,6257.57,1789.14,7197975.143,613.057
